,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
51,PA14_66680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PA14_07550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PA14_16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PA14_56060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PA14_41470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PA14_08980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PA14_66160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PA14_06770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PA14_55960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PA14_24640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PA14_15290,PA14_17040,PA14_21940,PA14_38680,PA14_69880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PA14_08780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PA14_29920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PA14_04460,PA14_08050,PA14_11720,PA14_13830,PA14_19100,PA14_22990,PA14_33450,PA14_39110,PA14_49970,PA14_56100,PA14_58440,PA14_63080,PA14_69280,PA14_70830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PA14_60120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PA14_10190,PA14_29490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PA14_57130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PA14_04250,PA14_06420,PA14_08130,PA14_08160,PA14_10090,PA14_14300,PA14_17880,PA14_24480,PA14_35940,PA14_37830,PA14_44190,PA14_55530,PA14_67180,PA14_73050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PA14_03450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PA14_06730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PA14_24270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PA14_05110,PA14_07900,PA14_16200,PA14_16220,PA14_26485,PA14_26640,PA14_30590,PA14_55540,PA14_61350,PA14_63230,PA14_64490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PA14_25110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PA14_25630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,87160110|SAUSA300_0760|SAUSA300_0760|,87160235|SAUSA300_1904|SAUSA300_1904|,87160323|SAUSA300_2136|SAUSA300_2136|,87160432|SAUSA300_2239|SAUSA300_2239|,87160451|SAUSA300_1106|SAUSA300_1106|,87160697|SAUSA300_0838|SAUSA300_0838|,87160703|SAUSA300_0279|SAUSA300_0279|,87160724|SAUSA300_2400|SAUSA300_2400|,87160763|SAUSA300_2053|SAUSA300_2053|,87160767|SAUSA300_1999|SAUSA300_1999|,87160873|SAUSA300_2202|SAUSA300_2202|,87160969|SAUSA300_1201|SAUSA300_1201|,87161403|SAUSA300_1103|SAUSA300_1103|,87161727|SAUSA300_2328|SAUSA300_2328|,87161732|SAUSA300_2171|SAUSA300_2171|,87161771|SAUSA300_1729|SAUSA300_1729|,87161777|SAUSA300_1216|SAUSA300_1216|,87162098|SAUSA300_2179|SAUSA300_2179|,87162224|SAUSA300_0707|SAUSA300_0707|,87162332|SAUSA300_2197|SAUSA300_2197|,87162362|SAUSA300_1691|SAUSA300_1691|,PA14_01110,PA14_11970,PA14_31920,PA14_39790,PA14_68670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PA14_08990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PA14_08950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PA14_09490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PA14_41570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PA14_11120,PA14_22530,PA14_23190,PA14_32140,PA14_47280,PA14_63010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PA14_14880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PA14_22440,PA14_54340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PA14_14630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PA14_00890,PA14_00980,PA14_00990,PA14_04190,PA14_09950,PA14_09980,PA14_10020,PA14_11460,PA14_12750,PA14_15750,PA14_18370,PA14_23480,PA14_24570,PA14_25980,PA14_39480,PA14_43440,PA14_45710,PA14_46760,PA14_46880,PA14_49690,PA14_52870,PA14_54050,PA14_54820,PA14_60000,PA14_60020,PA14_64820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,87161254|SAUSA300_1347|SAUSA300_1347|,87161825|SAUSA300_0769|SAUSA300_0769|,87162018|SAUSA300_2240|SAUSA300_2240|,87162116|SAUSA300_1050|SAUSA300_1050|,PA14_01380,PA14_01670,PA14_02720,PA14_03040,PA14_03160,PA14_04210,PA14_04340,PA14_04850,PA14_07140,PA14_07300,PA14_07980,PA14_08030,PA14_08100,PA14_08270,PA14_09230,PA14_09260,PA14_10050,PA14_10110,PA14_10230,PA14_10290,PA14_10780,PA14_11000,PA14_11030,PA14_12680,PA14_12730,PA14_14550,PA14_16350,PA14_16980,PA14_18450,PA14_19510,PA14_19520,PA14_19710,PA14_20110,PA14_21150,PA14_21460,PA14_22280,PA14_22600,PA14_23350,PA14_23690,PA14_26810,PA14_27650,PA14_28420,PA14_29000,PA14_29180,PA14_29330,PA14_30040,PA14_30960,PA14_31610,PA14_32130,PA14_32460,PA14_34190,PA14_34230,PA14_34360,PA14_35630,PA14_35650,PA14_36345,PA14_37250,PA14_37870,PA14_37980,PA14_39360,PA14_39820,PA14_41760,PA14_43550,PA14_45660,PA14_47190,PA14_48000,PA14_48010,PA14_49560,PA14_49680,PA14_49880,PA14_49990,PA14_50410,PA14_52400,PA14_52820,PA14_53020,PA14_54850,PA14_55130,PA14_55730,PA14_56470,PA14_56740,PA14_56750,PA14_58500,PA14_58880,PA14_59370,PA14_59620,PA14_59630,PA14_61550,PA14_61640,PA14_63200,PA14_63660,PA14_63860,PA14_63890,PA14_64120,PA14_64610,PA14_64950,PA14_66040,PA14_67340,PA14_68970,PA14_69840,PA14_71210,PA14_71300
86,PA14_08500,PA14_37200,PA14_45340,PA14_47520,PA14_66700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PA14_14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PA14_60800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PA14_60320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PA14_08840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PA14_20550,PA14_35690,PA14_35860,PA14_49390,PA14_50540,PA14_51110,PA14_56360,PA14_73300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PA14_47540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PA14_31840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PA14_70190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PA14_11910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PA14_28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PA14_01550,PA14_17010,PA14_31870,PA14_48090,PA14_72400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PA14_04760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PA14_68580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,87160908|SAUSA300_1007|SAUSA300_1007|,87161008|SAUSA300_1514|SAUSA300_1514|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PA14_73240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PA14_00300,PA14_00550,PA14_10630,PA14_14530,PA14_16390,PA14_19020,PA14_20840,PA14_35340,PA14_38200,PA14_41530,PA14_43150,PA14_44450,PA14_56130,PA14_56410,PA14_62640,PA14_64280,PA14_66540,PA14_68230,PA14_71640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PA14_01160,PA14_03180,PA14_05870,PA14_08150,PA14_29690,PA14_31280,PA14_36120,PA14_36375,PA14_39770,PA14_39880,PA14_40120,PA14_43170,PA14_51580,PA14_59830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PA14_01860,PA14_20820,PA14_39660,PA14_40660,PA14_56250,PA14_70580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PA14_58700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PA14_24100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PA14_04780,PA14_25430,PA14_68680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,87160719|SAUSA300_0844|SAUSA300_0844|,87160786|SAUSA300_1652|SAUSA300_1652|,87160847|SAUSA300_0249|SAUSA300_0249|,87161620|SAUSA300_1148|SAUSA300_1148|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PA14_03310,PA14_04550,PA14_10790,PA14_35400,PA14_37260,PA14_39925,PA14_47640,PA14_48700,PA14_57460,PA14_59650,PA14_71310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PA14_25250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PA14_52040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PA14_70140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PA14_25670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PA14_02760,PA14_08490,PA14_08620,PA14_09690,PA14_09970,PA14_16800,PA14_18330,PA14_20530,PA14_22000,PA14_22370,PA14_23100,PA14_30740,PA14_30750,PA14_45120,PA14_47140,PA14_50000,PA14_53260,PA14_59190,PA14_71680,PA14_71970,PA14_72970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PA14_06750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PA14_41380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PA14_62990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PA14_69200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PA14_09100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PA14_45430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PA14_08540,PA14_11080,PA14_19770,PA14_32300,PA14_33150,PA14_59270,PA14_60080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PA14_62720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PA14_13800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PA14_20970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PA14_32770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PA14_08240,PA14_10620,PA14_12610,PA14_13430,PA14_28590,PA14_30850,PA14_32380,PA14_35070,PA14_55240,PA14_59110,PA14_59530,PA14_67220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,87160017|SAUSA300_1784|SAUSA300_1784|,87160208|SAUSA300_1861|SAUSA300_1861|,87160404|SAUSA300_0785|SAUSA300_0785|,87160477|SAUSA300_1690|SAUSA300_1690|,87160546|SAUSA300_1086|SAUSA300_1086|,87160632|SAUSA300_1804|SAUSA300_1804|,87160651|SAUSA300_2073|SAUSA300_2073|,87160756|SAUSA300_0373|SAUSA300_0373|,87160980|SAUSA300_0725|SAUSA300_0725|,87161039|SAUSA300_1844|SAUSA300_1844|,87161315|SAUSA300_2378|SAUSA300_2378|,87161392|SAUSA300_1473|SAUSA300_1473|,87161441|SAUSA300_0991|SAUSA300_0991|,87161512|SAUSA300_2432|SAUSA300_2432|,87161687|SAUSA300_1659|SAUSA300_1659|,87161945|SAUSA300_1287|SAUSA300_1287|,87162084|SAUSA300_0943|SAUSA300_0943|,87162117|SAUSA300_1337|SAUSA300_1337|,87162159|SAUSA300_1582|SAUSA300_1582|,87162221|SAUSA300_0664|SAUSA300_0664|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PA14_13260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PA14_02300,PA14_24370,PA14_25130,PA14_28070,PA14_28380,PA14_31300,PA14_39520,PA14_39530,PA14_39540,PA14_42340,PA14_42570,PA14_44590,PA14_46300,PA14_52910,PA14_55480,PA14_62330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PA14_58170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PA14_04980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PA14_01710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PA14_08930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PA14_07190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,87160014|SAUSA300_2198|SAUSA300_2198|,87160062|SAUSA300_0438|SAUSA300_0438|,87160574|SAUSA300_2061|SAUSA300_2061|,87160669|SAUSA300_0460|SAUSA300_0460|,87160759|SAUSA300_0637|SAUSA300_0637|,87161269|SAUSA300_0997|SAUSA300_0997|,87161395|SAUSA300_2193|SAUSA300_2193|,87161718|SAUSA300_0015|SAUSA300_0015|,87161785|SAUSA300_1881|SAUSA300_1881|,87162090|SAUSA300_1095|SAUSA300_1095|,87162153|SAUSA300_1899|SAUSA300_1899|,87162204|SAUSA300_1132|SAUSA300_1132|,PA14_16040,PA14_45150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,87159956|SAUSA300_0989|SAUSA300_0989|,87160588|SAUSA300_2230|SAUSA300_2230|,87161087|SAUSA300_2144|SAUSA300_2144|,87161176|SAUSA300_0899|SAUSA300_0899|,87161471|SAUSA300_2258|SAUSA300_2258|,87162022|SAUSA300_1639|SAUSA300_1639|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,87160140|SAUSA300_1496|SAUSA300_1496|,87160150|SAUSA300_1183|SAUSA300_1183|,87160314|SAUSA300_2057|SAUSA300_2057|,87160455|SAUSA300_1801|SAUSA300_1801|,87160493|SAUSA300_1146|SAUSA300_1146|,87160511|SAUSA300_1232|SAUSA300_1232|,87160707|SAUSA300_1497|SAUSA300_1497|,87161311|SAUSA300_0847|SAUSA300_0847|,87161524|SAUSA300_1182|SAUSA300_1182|,87161548|SAUSA300_2037|SAUSA300_2037|,87161863|SAUSA300_0743|SAUSA300_0743|,87162009|SAUSA300_0070|SAUSA300_0070|,87162197|SAUSA300_2359|SAUSA300_2359|,87162378|SAUSA300_1797|SAUSA300_1797|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PA14_49410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
